Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2","Угол нашивки, град",Шаг нашивки,Плотность нашивки
0.4190841178750878,0.3074482414786708,0.48850846935749437,0.5027997956396985,0.4956530602298741,0.48282338639823486,0.1622300759299859,0.32189432688199116,0.6982349093054454,0.4993215214266995,0.0,0.3445394289755848,0.6800792037785223
0.41751850607265895,0.28295383890689507,0.32335758795255803,0.5027997956396985,0.4956530602298741,0.48282338639823486,0.29393783851485633,0.5925784888373262,0.2714286487694357,0.19934058377857442,0.0,0.4834005173085554,0.34625596705228523
0.6088828395510785,0.3564370466222231,0.5382966027222178,0.608020593695023,0.4188869582763597,0.5496642128007295,0.29393783851485633,0.5925784888373262,0.2714286487694357,0.19934058377857442,0.0,0.4834005173085554,0.4913965047593447
0.47823794037393863,0.5034034620528782,0.9869969753628353,0.608020593695023,0.4188869582763597,0.5496642128007295,0.7820313116234937,0.754988986010527,0.3425630255254373,0.7393062715451996,0.0,0.622261605641526,0.34625596705228523
0.2323514312137591,0.4054258517657745,0.500651916519622,0.608020593695023,0.4188869582763597,0.5496642128007295,0.363665477530376,0.5023504348522128,0.5045913281363279,0.4993215214266995,0.0,0.622261605641526,0.4913965047593447
0.6996321487215736,0.3074482414786708,0.4842582628507497,0.608020593695023,0.4188869582763597,0.5496642128007295,0.363665477530376,0.5023504348522128,0.5045913281363279,0.4993215214266995,0.0,0.622261605641526,0.6800792037785223
0.6088828395510785,0.23396503376334365,0.18856532445294083,0.608020593695023,0.4188869582763597,0.5496642128007295,0.1622300759299859,0.32189432688199116,0.6982349093054454,0.4993215214266995,0.0,0.6916921498080113,0.4913965047593447
0.7312375811452143,0.4054258517657745,0.3057495895674729,0.608020593695023,0.4188869582763597,0.5496642128007295,0.29393783851485633,0.5925784888373262,0.2714286487694357,0.19934058377857442,0.0,0.6916921498080113,0.5349386660714627
0.8666402908598673,0.25845943633511936,0.3263934497430899,0.608020593695023,0.4188869582763597,0.5496642128007295,0.29393783851485633,0.5925784888373262,0.2714286487694357,0.19934058377857442,0.0,0.6916921498080113,0.6800792037785223
0.2323514312137591,0.3319426440504474,0.2753909716621537,0.5027997956396985,0.4956530602298741,0.48282338639823486,0.363665477530376,0.5023504348522128,0.5045913281363279,0.4993215214266995,1.0,0.2751088848090995,0.4913965047593447
