Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2","Угол нашивки, град",Шаг нашивки,Плотность нашивки
0.2821308364935253,0.6013810723399811,0.4470609668067585,0.12304725376674766,0.6074352788639465,0.48282338639823486,0.1622300759299859,0.32189432688199116,0.6982349093054454,0.4993215214266995,0.0,0.2751088848090995,0.5349386660714627
0.2821308364935253,0.6013810723399811,0.4470609668067585,0.608020593695023,0.4188869582763597,0.5496642128007295,0.1622300759299859,0.32189432688199116,0.6982349093054454,0.4993215214266995,0.0,0.3445394289755848,0.34625596705228523
0.45785721688059366,0.6013810723399811,0.45572116201974966,0.5027997956396985,0.4956530602298741,0.48282338639823486,0.1622300759299859,0.32189432688199116,0.6982349093054454,0.4993215214266995,0.0,0.3445394289755848,0.4913965047593447
0.4572011717271498,0.5278978646246539,0.45268530022921777,0.5027997956396985,0.4956530602298741,0.48282338639823486,0.1622300759299859,0.32189432688199116,0.6982349093054454,0.4993215214266995,0.0,0.3445394289755848,0.5349386660714627
0.6041389665676619,0.7728418903424119,0.8613122972348138,0.608020593695023,0.4188869582763597,0.5496642128007295,0.7820313116234937,0.754988986010527,0.3425630255254373,0.7393062715451996,0.0,0.4834005173085554,0.5349386660714627
0.4863726170657554,0.919808305773067,0.5650121864788986,0.608020593695023,0.4188869582763597,0.5496642128007295,0.7820313116234937,0.754988986010527,0.3425630255254373,0.7393062715451996,0.0,0.4834005173085554,0.6800792037785223
0.4863726170657554,0.4789090594811025,0.3433942757700687,0.608020593695023,0.4188869582763597,0.5496642128007295,0.363665477530376,0.5023504348522128,0.5045913281363279,0.4993215214266995,0.0,0.622261605641526,0.5349386660714627
0.48927607499014814,0.6013810723399811,0.1818864285137706,0.608020593695023,0.4188869582763597,0.5496642128007295,0.1622300759299859,0.32189432688199116,0.6982349093054454,0.4993215214266995,0.0,0.6916921498080113,0.34625596705228523
0.47823794037393863,0.5278978646246539,0.12299070977745141,0.5027997956396985,0.4956530602298741,0.48282338639823486,0.7820313116234937,0.754988986010527,0.3425630255254373,0.7393062715451996,1.0,0.2751088848090995,0.34625596705228523
0.3185238140889739,0.6200747379036269,0.42813786035877277,0.4399205547508984,0.561911630310034,0.6031347577936815,0.4237871415390086,0.5285382226832365,0.5645116732910622,0.3739251574419552,1.0,0.3445394289755848,0.4913965047593447
0.2820026849865166,0.5725274783137841,0.5062952080895308,0.6473199881167009,0.8099749856252862,0.6691872731573613,0.11648986696365214,0.7122621176933541,0.510862406397816,0.20937363052397542,1.0,0.3445394289755848,0.5349386660714627
0.3639560418668639,0.5483692865143937,0.23772644637925275,0.7330874362071459,0.44994091769877076,0.6821702467454797,0.4143121164550026,0.4434274054440066,0.5931143344905778,0.6225449060096638,1.0,0.4834005173085554,0.4913965047593447
0.5550742435979531,0.5525074200954228,0.20468600724730676,0.23047187541905598,0.6474534547794828,0.35393358175041045,0.0905928558099373,0.18539949011964962,0.5070987545640002,0.46037973987835423,1.0,0.622261605641526,0.34625596705228523
0.9052832755170053,0.4723912146909921,0.9530536375264548,0.6285433137567542,0.7316509863034912,0.4912565601544697,0.5343934743960477,0.44866328465446204,0.12438641327722921,0.6550158088646918,1.0,0.6916921498080113,0.4913965047593447
0.39497125875050143,0.7373148101407763,0.5639864513936306,0.4948489333318864,0.5876105362324866,0.42057049635843125,0.2150913895267133,0.4019659754240892,0.6058418929138776,0.40291176602421663,1.0,0.6916921498080113,0.5349386660714627
0.43793653716179715,0.7211456604137778,0.9348824354013817,0.6273421974393407,0.5244822535666456,0.8015363718231255,0.6094935360338054,0.6722564545713685,0.5416123224450244,0.3310405489216003,1.0,0.6916921498080113,0.6800792037785223
0.4373006154540843,0.5184899205387641,0.31732094321207244,0.2919093385284348,0.18328505107595272,0.21690147334357157,0.021735160615186516,0.2942722793210657,0.42101977748065705,0.7836334609003983,0.0,0.4608897698343414,0.8052382340725902
0.48534527900700186,0.6488350672901326,0.23062012118467257,0.3155144325777326,0.052469296282658506,0.25985870369961284,0.43493652299028135,0.3118581789691248,0.4360280358521999,0.7485320423997303,0.0,0.5754445355720813,0.33240125234536233
0.17468385691763647,0.4899593978715995,0.8520752758671795,0.6199472418523958,0.4625728425015725,0.5016649078348961,0.12427323016351925,0.5753041432128678,0.529936044268428,0.5259229899634887,0.0,0.6185742272501745,0.7103351145150382
0.3354344154105132,0.4944606845699848,0.48990120344292454,0.39984438688393287,0.2767159223303648,0.13909339813821897,0.15166063851240477,0.6651330641087472,0.5060029793320717,0.7091796106672945,0.0,0.2575169190991823,0.5058782238612878
0.7224757617141634,0.5077874424620674,0.7576062111591226,0.5334725924385776,0.44326738359564466,0.6397730803160332,0.5848574736330001,0.3411380233201462,0.2699061452102008,0.4089771842453471,0.0,0.6288133271160253,0.31434827954380984
0.5129284241317837,0.4966916500347276,0.24345080956150053,0.5080781843777041,0.2786455523855973,0.7071378539180858,0.2728893757887781,0.48519748015932285,0.3484329051168615,0.4594041946182623,0.0,0.4350610871152735,0.7113137193686706
0.2801663926973327,0.4203363230211039,0.3766204217941783,0.5264328544743901,0.4032991069425229,0.2754456220637417,0.3043159738711924,0.03477424401964502,0.49773329976627984,0.40414993822306045,0.0,0.4520174214725563,0.7413122056854135
0.17523318638605254,0.6698164552941979,0.5691767870502389,0.6529817634754421,0.5757042469735527,0.5176255006879272,0.40538371659238576,0.2884846509869994,0.5422886677467247,0.4972875646752538,0.0,0.42411553373019967,0.6852375613398817
0.6232835288905293,0.6883799971289255,0.3346637056076377,0.557042391007055,0.6588632406346075,0.5886729682742106,0.1809493704729812,0.3111855541588593,0.4566692103152354,0.6377276301303463,0.0,0.6952135475715124,0.7404092725293857
0.6844900270325883,0.7191628714834479,0.3497527122876658,0.44218041533347674,0.5902072467839017,0.39298207155152254,0.15523481037595319,0.6428946814292487,0.5859827098373249,0.8040517090759128,0.0,0.6856187993116261,0.6966951260581294
0.7433144450997009,0.49222488760052485,0.29085383544513654,0.34563189338050626,0.4265075557192355,0.2893924928746402,0.04703835438140787,0.40829819806231127,0.7538264614756072,0.6782494817354809,0.0,0.43167876696643925,0.1412992152399548
0.783868137192537,0.6403761226500784,0.42783013278267557,0.06352939599307528,0.4928240844531835,0.2871466612242889,0.5000792527258993,0.5277749013395869,0.5981150695577628,0.6452458912493296,0.0,0.5049543629648925,0.5909818699486067
0.439641060660692,0.6587709251193115,0.15599522460620452,0.46802560758629697,0.34809379010199737,0.5529426194606181,0.32271465491775253,0.3861847172627537,0.3941410971569092,0.7525920395912935,0.0,0.15726130706615643,0.6192311965057422
0.32837995328242253,0.5745988084367095,0.655124251249878,0.65068152792825,0.4375383943450093,0.8228445786953077,0.026252585094531357,0.5545041013014074,0.6485372187843359,0.39899488192930654,0.0,0.43349034820964055,0.7133581866437811
0.2529229996327821,0.5122804461447181,0.2018583954533427,0.5250368741634404,0.6610684949000047,0.5598676168369029,0.13015463914753883,0.5265953093204558,0.20908667055439017,0.6891764787518156,0.0,0.53774458794397,0.4570536065047096
0.7736440467821329,0.5637168085575022,0.36711142060077046,0.45514876426421325,0.3833368755796396,0.23473464828620472,0.5066449479628132,0.7033742923367865,0.4284448430769499,0.6831226252895851,0.0,0.9138009462107022,0.6272919221802377
0.5248829576116004,0.6314608928064915,0.36329108386194015,0.3588610137601075,0.5573132764353552,0.46556554162140185,0.25076821936035976,0.29623427036279315,0.4010315479107121,0.2540112720183757,0.0,0.33036603823312133,0.20699017401818443
0.6412018361057542,0.5509194688451409,0.5830902494305717,0.7266020129002393,0.08852538470141025,0.5028990970183446,0.3085960120296839,0.2788361645348063,0.10690361770175255,0.3569783733509041,0.0,0.3572407287970187,0.8181669318574966
0.3098281710763472,0.5482544774986629,0.03105405422768825,0.4991120047399956,0.5346613872444694,0.5912851449792947,0.6868099267657144,0.45650805006408435,0.6397521879277486,0.26413171465175456,0.0,0.5126796659032162,0.5093722126602591
0.728808435587041,0.6951147599552625,0.5115236808854213,0.5396162539633786,0.17676011255272162,0.7565062864520203,0.3130323143833339,0.3002614012891289,0.7459317531400298,0.4993075760801695,0.0,0.35018811536239325,0.5700936511587021
0.526159097778687,0.49207805065645616,0.6296068058401436,0.565219857756094,0.5273222536601279,0.319791566971377,0.15633828073153425,0.19456781199586048,0.2645397774779456,0.435382969493064,0.0,0.5867867791483063,0.01095513826175315
0.385202308822165,0.6599920577853053,0.4301300180707462,0.6445934004261645,0.4852897917106531,0.5706619208990674,0.2792999469761402,0.4327363149072321,0.6278752065995663,0.5419455537755941,0.0,0.3145775528026805,0.4281235714151729
0.29806185411272645,0.45349271776329214,0.758572605235234,0.38345539751728963,0.49390423929065563,0.514627771270146,0.43752990871882275,0.27758869787682894,0.6118529868335025,0.47506095403688786,0.0,0.6393127357678442,0.25348362577782535
0.41073933283840514,0.5049350030388196,0.2837044592397347,0.47653600829543086,0.7112495835132648,0.6589708320359685,0.34961486644334394,0.4144626874670867,0.34431747886183733,0.42726187102469393,0.0,0.310969714567753,0.3312670500285144
0.49268680573537715,0.5640399666797986,0.5881333307566315,0.42850673527206573,0.34034799521374715,0.5372686887995805,0.4448486495184142,0.31831904075372375,0.6635601570213008,0.5714233748107798,0.0,0.6031985372952428,0.6367069748038526
0.48322537623804185,0.5759096735765512,0.1673790896329023,0.40571471209223997,0.30314271336872634,0.5662554505905982,0.791026249834781,0.7537200624665128,0.20176835493467044,0.5632725417303498,0.0,0.45432111961967386,0.09877788744283422
0.7819016384643872,0.5700390581900283,0.5936641826526521,0.427997463446793,0.7561960815614579,0.5153487682550838,0.23215930716352093,0.5266846451706066,0.5368850571857691,0.4158035515038426,0.0,0.328169727104187,0.6872659522218866
0.41091124565276116,0.5814337991146257,0.5335224974974516,0.630449228659788,0.5091851619983128,0.35498438762730744,0.14987259444069184,0.4448489804394664,0.7745389090819046,0.5009951386815445,0.0,0.38568490017764573,0.8954806435057173
0.563212214723103,0.7121477065407458,0.04643497234086754,0.681312783442174,0.6542311237582303,0.3823382672577261,0.7843785036903865,0.5532507363468873,0.3582280861934494,0.7446031981282941,0.0,0.6240056857662868,0.4765030984197779
0.607998718900821,0.4949588697100218,0.49526945163227326,0.4460454056834211,0.15503478275005045,0.35995894743858015,0.320444145557239,0.45798063668899625,0.494693465853515,0.6725512085136383,0.0,0.48455462114671605,0.37046024734777294
0.23672570620716474,0.7987237464992392,0.07389095201938657,0.9889579666828848,0.44455175283644355,0.4632945321019736,0.002707991766803559,0.4670033657858883,0.15101552177229632,0.3552964878788297,0.0,0.5103511476251339,0.3239011044326918
0.4264161901592447,0.5500268625478153,0.1506456330736182,0.3032047193310031,0.46596799855048876,0.1412890415651662,0.42572494785626946,0.5585193469369947,0.34902851693148157,0.36237951758902176,0.0,0.6359012719872531,0.37717361460450716
0.5912563187061498,0.5518952383416833,0.6429776807634131,0.2545474279798595,0.47634373063381497,0.7493129971205766,0.3585610273812177,0.2765691291856873,0.7163887254203727,0.3192097710174544,0.0,0.6538073885308326,0.2265761255134875
0.33814695871352163,0.4753651125111711,0.5480813648660875,0.7010869638373245,0.40121006315027996,0.6062466679610069,0.2747948539289057,0.2981085304055435,0.7969910680314467,0.36703481173687547,0.0,0.09808701473419947,0.4622077956262848
0.522550113653704,0.49924422878921515,0.10601082800872497,0.13578157094837914,0.09662644063492243,0.5152239984210304,0.6145564738455794,0.5981408897726213,0.474650006993839,0.35831761287029074,0.0,0.4977458831576307,0.26480944328682543
0.38713835006474595,0.5743371237879273,0.004583726993727494,0.1793695633982977,0.5132453815715547,0.628703914421551,0.08355268483301913,0.27402450556053726,0.471776681056907,0.5062430031857481,0.0,0.014026454423224278,0.6677909151562572
0.44105665145309025,0.5197462654968685,0.6489294299095265,0.43429874274887803,0.5621209361594732,0.5008227144814522,0.2771652768533094,0.3133537897448684,0.5013949495363044,0.3026526450371346,0.0,0.5431383518759235,0.710982943712566
0.37390170281782975,0.5792784863561291,0.61389781657343,0.48834350914138647,0.6512467257141894,0.4030696088738449,0.5572526478888808,0.22263628020436776,0.9732233193887534,0.6338197279934227,0.0,0.5086454184441731,0.6680664560510227
0.6265047436845645,0.548153048899505,0.5827891986191713,0.5497607063427479,0.19021416697043536,0.5663482325950365,0.008860637345262093,0.5053986583958854,0.5859537708714877,0.4613606382788008,0.0,0.6849636018676252,0.32186408091069707
0.5960317341071876,0.49443878062731006,0.7622090196196113,0.39161538556833464,0.6710342865550158,0.7152014226317852,0.058942286723266145,0.6564265333943475,0.5580822732798754,0.6247719531403517,0.0,0.25487093534658817,0.8017070548838267
0.5312998001658086,0.5757897103838197,0.6443955892202616,0.7126026348396354,0.6033559340335941,0.5311199174886966,0.636619460035767,0.35701574729053354,0.5917699873055839,0.4220424429937357,0.0,0.9729818634885138,0.7449425435802114
0.6526162921027175,0.7249216790606505,0.49554253880773713,0.7241008713364303,0.557938685119701,0.4199480366548286,0.5921777710478953,0.5812812098076017,0.473486811242747,0.28658872288054404,0.0,0.4547891576613654,0.16349404744794444
0.6288295434178934,0.8345829934735072,0.518490462649186,0.5539559795160237,0.4412686815307616,0.22232703720025349,0.209069729123875,0.3058153801937511,0.6816487727233282,0.2355077949381005,0.0,0.39178764807117855,0.6908879448387993
0.6888642336080535,0.5471719539065001,0.41831260316826524,0.556948231828503,0.632523771056005,0.3894767776989917,0.23112440012346416,0.4128707619082723,0.41112413225450967,0.3279803913326619,0.0,0.4047846665833897,0.5294295029634493
0.495520408251675,0.6227608967792957,0.669296243927848,0.6589512985196457,0.35468978720259514,0.27595406799495514,0.3327589511288513,0.2814165061606215,0.2380883746486699,0.9902805249803606,0.0,0.43010001718495244,0.7837146985981246
0.35146999251025135,0.7153353308638186,0.10613130214383569,0.28847150675801614,0.40288617930777804,0.581385515632093,0.5516490204962682,0.537519470656743,0.3833846079701841,0.40778054002340525,0.0,0.38182585801361124,0.6343386876178191
0.3417337143096978,0.5813225648820604,0.18992044651652754,0.40323708499209343,0.28171864169112126,0.36879701079051375,0.10178523798541715,0.5034655239548185,0.5183411304587018,0.6918610530007184,0.0,0.3540045777795319,0.2783749802904786
0.5574332872066392,0.6773491861762118,0.22569705808876034,0.559314846936698,0.39865418441997647,0.583729940154028,0.15265313675881745,0.6260629321046367,0.5041099731769079,0.5982807695678003,0.0,0.2753604425787273,0.17617123080581454
0.48795406945701236,0.5586382823162523,0.3792727598550188,0.4161206850167015,0.6234017126556934,0.4650621582600588,0.18342808043259481,0.5420216485048353,0.40332333256859104,0.5108878290481482,0.0,0.2956503707685925,0.2481078161452943
0.46170560490947077,0.8605286168339976,0.8254652385759199,0.5679110688250595,0.5156109704442016,0.3329168287598786,0.735138645019866,0.18413474614131387,0.2891828874405223,0.8193043527779997,0.0,0.4839033552469435,0.6299614047801543
0.2752779513581425,0.6394899009436541,0.3177464169376045,0.5635421592835924,0.5158861273184987,0.20275334219576735,0.6797046095137075,0.40617135169818663,0.3703745627063187,0.5268675893944899,0.0,0.3761010152863417,0.13981168870112654
0.4726426088194142,0.43939093395561546,0.654237211615693,0.668634124218674,0.538324369782508,0.5257429608462935,0.043027062059996776,0.2516268140801108,0.5756920253363436,0.5482450671368114,0.0,0.4955319691824053,0.3776155555776948
0.45510560644525044,0.49392766360039353,0.4043902461636234,0.44949228290751464,0.44738052167334996,0.545518932583475,0.6600850966657117,0.6583060587292819,0.6790007374131273,0.5707948920340852,0.0,0.15511584908509662,0.3275881182064949
0.49555108962429584,0.49651550856088544,0.25285140054759675,0.5733302959043337,0.25720995895424226,0.5744835861962777,0.4364730678969523,0.417672804391616,0.5048898980034642,0.49990262673492425,0.0,0.3089795833394504,0.3253568183394058
0.6851871392507671,0.665799078739238,0.8657946665016123,0.09310276123950692,0.6888930447581405,0.6328663497844208,0.4320763649108954,0.26864981340441707,0.5469591994503702,0.5116153478407492,0.0,0.317276166300451,0.6317293903766201
0.49616651292093183,0.6767164725454657,0.23351264276093125,0.09765138373525059,0.42600436007363385,0.5734746914810182,0.2862254188409037,0.7204302535556644,0.5101994700938441,0.6118012400033113,0.0,0.46242126744590933,0.6045773907445644
0.6271413192818479,0.8837044188474037,0.3906412401915006,0.5844487858804637,0.5924564329287949,0.5283813752948189,0.4247461604913604,0.7004192226563561,0.4377303258911374,0.33532900033134005,0.0,0.1717811823888918,0.3941964318247405
0.501072980074312,0.5279499400766037,0.5835400423878888,0.6044189171124167,0.5065929376377718,0.5222750928733894,0.19519742299919882,0.37288455547431054,0.39259296009480876,0.570581302911127,0.0,0.33107563208166396,0.6400675260423494
0.5532358359456309,0.7913329920976544,0.4309174559766014,0.19053995382059621,0.8760915442051216,0.41274248036622574,0.09371554412656094,0.9202845877725268,0.86199983551277,0.8593485201826776,0.0,0.314746248640114,0.8041360179745348
0.29360642659483205,0.7959686694506463,0.4182596504495451,0.531938527413478,0.4461688210111687,0.731226222259347,0.28828625039602507,0.4669824277077548,0.3731032837369794,0.6348260281899908,0.0,0.27764061264587564,0.5397236625955952
0.44824614780567396,0.543650643079471,0.6881989833506416,0.28351126931946624,0.5956772756814821,0.3848469268108411,0.6760746565855066,0.4930331363951366,0.4724236950417647,0.32708417602963813,0.0,0.4538651785398512,0.17324648897796535
0.5710281062490481,0.5629336667613041,0.47394726010425997,0.17249468813850918,0.38300609992913115,0.363487235664394,0.45032616107311635,0.6186765457047181,0.5659804103495367,0.4798820911133047,0.0,0.5126668320051192,0.5356466373588056
0.21217252166007236,0.5210701838153389,0.6122409284396678,0.4763377864953574,0.12102128574380755,0.6475601133989596,0.12763389334797595,0.4721743935795031,0.3940969412813861,0.31967942057812115,0.0,0.5221002033322697,0.5165446017454494
0.4883335819457755,0.6601318243925398,0.5516898874470169,0.5940586807942799,0.6454644513214884,0.48801839244816325,0.5940624332149014,0.32976520359295236,0.2598028641392833,0.6105135599639346,0.0,0.15509794403078578,0.5470023728247283
